0;3.630709;0.565824
1;3.095098;0.584685
2;2.720768;0.603546
3;2.434131;0.546963
4;2.207689;0.546963
5;1.998613;0.603546
6;1.809379;0.565824
7;1.660466;0.565824
8;1.492597;0.490381
9;1.447099;0.546963
10;1.217358;0.528103
11;1.267912;0.565824
12;1.267758;0.528103
13;1.060673;0.509242
14;1.027680;0.509242
15;0.807399;0.546963
16;0.751895;0.546963
17;0.752876;0.546963
18;0.668787;0.546963
19;0.622272;0.528103
20;0.601994;0.509242
21;0.558692;0.509242
22;0.555992;0.546963
23;0.456175;0.528103
24;0.512991;0.546963
25;0.471533;0.546963
26;0.477073;0.528103
27;0.415376;0.546963
28;0.430107;0.546963
29;0.401174;0.528103
