0;7.481936;2.729945
1;6.404503;2.698446
2;6.003978;2.708946
3;5.428481;2.603948
4;4.939870;2.635447
5;4.731681;2.677446
6;4.358289;2.677446
7;4.132443;2.551449
8;4.012257;2.698446
9;3.817382;2.614448
10;3.509173;2.540949
11;3.382601;2.708946
12;3.202868;2.698446
13;3.047775;2.582948
14;2.864759;2.635447
15;2.964108;2.698446
16;2.729529;2.614448
17;2.359685;2.635447
18;2.088587;2.677446
19;1.938564;2.645947
20;1.919631;2.561949
21;1.791376;2.624948
22;1.808656;2.656447
23;1.594391;2.572449
24;1.567352;2.614448
25;1.544218;2.582948
26;1.592209;2.603948
27;1.456767;2.603948
28;1.465600;2.645947
29;1.442120;2.593448
30;1.351615;2.603948
31;1.321431;2.551449
