0;3.086829;2.372167
1;2.703506;2.424881
2;2.300625;2.345809
3;2.190070;2.372167
4;1.959458;2.187665
5;1.832479;2.372167
6;1.714962;2.266737
7;1.540016;2.293094
8;1.394772;2.240380
9;1.504131;2.161307
10;1.247559;2.240380
11;1.322901;2.293094
12;1.210160;2.240380
13;1.026002;2.187665
14;0.959430;2.398524
15;0.932969;2.134950
16;0.836326;2.187665
17;1.084871;2.319452
18;0.864824;2.214022
19;0.733986;2.187665
20;0.686432;2.345809
21;0.751948;2.345809
22;0.596641;2.293094
23;0.605540;2.266737
24;0.589701;2.240380
25;0.540237;2.266737
26;0.476048;2.187665
27;0.466791;2.266737
28;0.442109;2.240380
29;0.413673;2.214022
30;0.435047;2.134950
31;0.388555;2.240380
32;0.392414;2.187665
33;0.383015;2.187665
34;0.381865;2.161307
35;0.353012;2.187665
36;0.337347;2.161307
