0;4.732386;1.244054
1;4.099590;1.225759
2;3.814052;1.079400
3;3.509693;1.134285
4;3.323308;1.134285
5;3.064322;1.134285
6;2.792307;1.115990
7;2.629990;1.042810
8;2.544547;1.061105
9;2.460831;1.189169
10;2.321553;1.115990
11;2.265907;1.152580
12;2.121190;1.097695
13;2.010928;1.061105
14;1.760330;1.097695
15;1.718210;1.061105
16;1.619289;1.097695
17;1.500647;1.061105
18;1.481667;1.061105
19;1.405044;1.115990
20;1.352056;1.134285
21;1.268710;1.042810
22;1.280236;1.006220
23;1.286597;1.042810
24;1.233015;1.061105
25;1.237698;1.061105
26;1.161740;1.079400
27;1.118100;1.115990
28;1.166101;1.061105
29;1.123248;1.061105
30;1.078692;1.079400
31;1.071941;1.097695
32;1.053534;1.079400
33;1.087549;1.042810
34;1.023279;1.061105
35;1.038711;1.042810
36;1.021089;1.006220
37;1.032694;1.006220
38;1.020595;1.024515
39;1.015154;1.024515
40;0.969645;1.024515
41;1.007692;1.042810
42;0.976859;1.042810
43;0.965489;1.024515
