0;77.891943;1.587817
1;63.079161;1.569543
2;52.155416;1.526904
3;44.495944;1.547208
4;38.770935;1.555330
5;34.420133;1.585787
6;30.470673;1.547208
7;27.619571;1.553299
8;24.965135;1.526904
9;19.906800;1.508629
10;18.110769;1.498477
11;16.892020;1.555330
12;15.684034;1.561421
13;14.762817;1.520812
14;14.184584;1.490355
15;13.405583;1.524873
16;12.811063;1.563452
17;12.283471;1.539086
18;11.736864;1.496447
19;11.192155;1.510660
20;10.866455;1.522843
21;9.217906;1.510660
22;8.947802;1.492386
23;8.343952;1.510660
24;8.202465;1.502538
25;8.029793;1.526904
26;7.898142;1.516751
27;7.207648;1.488325
28;6.795871;1.516751
29;6.790015;1.510660
30;6.668844;1.494416
31;6.566166;1.500508
32;6.491774;1.506599
33;6.284925;1.496447
34;6.015505;1.478173
35;5.851707;1.494416
36;5.886770;1.494416
37;5.790922;1.500508
38;5.714775;1.488325
39;5.687979;1.486294
40;5.688584;1.492386
41;5.397988;1.496447
42;5.503402;1.506599
43;5.507306;1.504569
44;5.444590;1.494416
45;5.450969;1.492386
46;5.369826;1.504569
47;5.269334;1.512690
48;5.262082;1.506599
49;5.304617;1.498477
50;5.112551;1.496447
51;5.142134;1.490355
52;5.241923;1.488325
53;5.245537;1.490355
54;5.271848;1.484264
55;5.024075;1.490355
56;5.134450;1.496447
57;5.186338;1.492386
58;5.113381;1.496447
59;5.120527;1.494416
60;5.072467;1.492386
61;4.958441;1.494416
62;5.160804;1.502538
63;5.118292;1.490355
64;5.133426;1.494416
65;5.109724;1.494416
