0;3.919599;3.019197
1;3.496677;2.966841
2;3.253302;3.001745
3;2.937243;2.931937
4;2.672771;2.827225
5;2.495187;2.966841
6;2.284518;2.757417
7;2.078090;2.844677
8;2.013094;2.809773
9;1.872423;2.862129
10;1.680238;2.897033
11;1.700076;3.089005
12;1.514831;3.036649
13;1.288706;2.949389
14;1.185174;2.949389
15;1.173029;2.844677
16;1.213256;2.931937
17;1.099716;2.949389
18;1.031392;2.844677
19;0.983678;2.879581
20;0.982376;2.862129
21;0.868382;2.809773
22;0.883138;2.897033
23;0.853226;2.931937
24;0.813145;2.879581
25;0.801504;2.897033
26;0.822955;2.879581
27;0.789218;2.844677
