0;4.711401;0.946372
1;3.995322;0.946372
2;3.864832;0.876271
3;3.553372;0.858745
4;3.339430;0.911321
5;3.139407;0.858745
6;2.938494;0.893796
7;3.015299;0.876271
8;2.888028;0.893796
9;2.803649;0.858745
10;2.290825;0.876271
11;2.267775;0.858745
12;2.154791;0.893796
13;2.114928;0.858745
14;2.161402;0.911321
15;2.039020;0.928847
16;1.932797;0.823694
17;1.773638;0.876271
18;1.871270;0.911321
19;1.725537;0.841220
20;1.768756;0.858745
21;1.723520;0.893796
22;1.808568;0.911321
23;1.730368;0.946372
24;1.601456;0.858745
25;1.665909;0.928847
26;1.618954;0.928847
27;1.660352;0.893796
28;1.597786;0.876271
29;1.555940;0.893796
30;1.587316;0.876271
31;1.605796;0.911321
32;1.495342;0.876271
33;1.542479;0.876271
34;1.579957;0.928847
35;1.521961;0.911321
36;1.485934;0.893796
37;1.496225;0.893796
