0;22.850336;1.252044
1;21.778048;1.274604
2;20.927508;1.237945
3;20.677567;1.229485
4;19.185064;1.249225
5;18.752904;1.277424
6;18.056766;1.229485
7;17.385195;1.226665
8;16.816344;1.235125
9;16.642164;1.237945
10;16.452159;1.249225
11;15.653531;1.237945
12;15.658895;1.232305
13;14.959039;1.226665
14;12.491509;1.237945
15;12.289569;1.226665
16;11.805608;1.254864
17;11.581708;1.243585
18;10.976294;1.223845
19;11.163621;1.218205
20;10.859991;1.254864
21;10.473439;1.232305
22;10.328054;1.226665
23;10.179324;1.218205
24;10.090712;1.232305
25;9.866962;1.263324
26;9.003892;1.257684
27;8.806860;1.243585
28;8.650660;1.260504
29;8.583075;1.263324
30;8.279483;1.257684
31;8.487920;1.257684
32;7.854992;1.249225
33;7.731608;1.246405
34;7.678320;1.252044
35;7.647447;1.254864
36;7.620210;1.232305
37;7.465376;1.252044
38;7.337395;1.246405
39;7.239446;1.249225
40;7.199710;1.254864
